Date,Taluk,Population,Density,Disease,Cases,Recoveries,Deaths,R0,Temperature,Humidity,Rainfall,Hospital Capacity,ICU Beds,Ventilators,Daily Tests,Vaccination Rate,Avg Income,Below Poverty Line,Air Quality Index,Waterborne Cases,Income,Poverty Rate,Latitude,Longitude,Mobility Index
2025-03-01,Virudhunagar,459595,2158.71,Cholera,237,227,1,2.26,32.06,60.68,30.56,950,52,35,1538,0.65,202940,17129,75,24,202940,3.73,9.14436,78.2771,0.33
2025-03-01,Virudhunagar,573617,2367.09,Typhoid,165,160,0,1.1,27.39,67.76,61.72,325,59,5,1331,0.38,213840,43876,143,18,213840,7.65,13.46101,78.05755,0.49
2025-03-01,Virudhunagar,596701,2169.12,Influenza,96,94,0,0.95,25.44,73.27,98.26,241,63,6,223,0.9,207940,1811,146,30,207940,0.3,10.74907,78.13575,0.6
2025-03-01,Virudhunagar,249728,627.06,Malaria,247,238,4,2.05,28.65,86.43,76.69,362,15,11,1792,0.32,177594,1211,82,12,177594,0.48,9.07354,77.48618,0.82
2025-03-01,Virudhunagar,150710,1928.94,Hepatitis A,135,126,2,1.63,32.36,43.34,35.65,903,12,43,1231,0.31,318720,31215,140,9,318720,20.71,13.08772,78.25981,0.37
2025-03-01,Virudhunagar,64670,698.14,H1N1,344,336,4,2.27,38.87,46.36,26.28,88,55,44,1129,0.86,193958,6204,191,21,193958,9.59,12.28001,79.56152,0.92
2025-03-01,Virudhunagar,693621,1451.12,Tuberculosis,139,137,2,1.34,31.58,82.17,27.89,957,84,34,1390,0.62,447926,10105,94,43,447926,1.46,12.50421,79.12889,0.95
2025-03-02,Virudhunagar,461957,649.18,COVID-19,252,242,2,1.76,25.1,49.79,5.27,420,77,8,1225,0.51,292666,11286,148,29,292666,2.44,9.51747,78.05839,0.69
2025-03-02,Virudhunagar,949372,957.93,Dengue,219,214,2,1.23,25.87,46.66,113.12,467,84,24,1766,0.52,266831,16739,162,18,266831,1.76,9.89679,78.78074,0.27
2025-03-02,Virudhunagar,585535,2389.2,Cholera,93,89,0,1.46,31.24,44.94,133.4,868,39,5,1114,0.88,420374,24687,177,29,420374,4.22,8.29228,76.57947,0.36
2025-03-02,Virudhunagar,776076,945.15,Typhoid,110,108,2,1.54,27.24,48.76,89.03,409,91,18,656,0.84,496598,8038,90,47,496598,1.04,11.8416,76.01279,0.88
2025-03-02,Virudhunagar,603136,1618.09,Influenza,89,83,0,1.22,37.27,85.33,119.96,887,11,39,1240,0.53,95278,35291,92,6,95278,5.85,10.66365,77.91889,0.46
2025-03-02,Virudhunagar,130074,2046.65,Malaria,214,204,2,2.15,31.86,89.78,102.53,510,52,30,1457,0.75,232000,17583,187,49,232000,13.52,8.05672,78.10246,0.97
2025-03-02,Virudhunagar,549315,2967.72,Hepatitis A,138,132,1,1.63,35.03,64.52,19.9,876,81,35,187,0.51,450491,28188,66,45,450491,5.13,10.57256,79.04652,0.41
2025-03-02,Virudhunagar,981023,804.78,H1N1,294,285,5,1.96,25.05,52.82,186.81,285,53,18,1863,0.77,213789,44912,167,47,213789,4.58,12.51378,79.79409,0.83
2025-03-02,Virudhunagar,118444,1460.22,Tuberculosis,282,274,2,2.24,35.97,62.38,87.11,60,49,26,1893,0.39,243400,31384,189,11,243400,26.5,10.11376,77.0504,0.21
2025-03-03,Virudhunagar,945120,1452.47,COVID-19,300,297,3,1.98,30.82,42.27,178.78,459,26,19,1907,0.66,216852,6460,107,26,216852,0.68,8.41327,79.0729,0.21
2025-03-03,Virudhunagar,848562,1401.96,Dengue,235,224,4,1.2,29.57,54.16,5.78,834,39,6,1009,0.38,285811,46522,197,44,285811,5.48,8.89911,76.66374,0.79
2025-03-03,Virudhunagar,358204,1449.84,Cholera,327,318,5,1.89,25.34,68.85,58.13,496,76,35,706,0.52,306503,17520,155,7,306503,4.89,8.95773,78.42456,0.6
2025-03-03,Virudhunagar,749880,1017.77,Typhoid,208,197,2,1.96,34.25,72.94,155.72,477,21,44,1695,0.55,142221,28502,166,42,142221,3.8,11.5343,79.8265,0.76
2025-03-03,Virudhunagar,471004,1920.85,Influenza,218,212,3,2.39,36.24,44.32,180.55,613,68,35,1976,0.88,221949,13660,194,6,221949,2.9,8.89824,80.02385,0.74
2025-03-03,Virudhunagar,318077,2220.3,Malaria,225,216,2,2.46,32.23,78.92,193.88,892,28,23,1635,0.37,495042,24872,150,38,495042,7.82,9.32899,79.70597,0.32
2025-03-03,Virudhunagar,342453,2736.49,Hepatitis A,103,101,1,1.18,39.53,84.92,12.04,869,31,18,206,0.37,480897,48550,177,7,480897,14.18,8.34583,79.08181,0.45
2025-03-03,Virudhunagar,359844,1526.62,H1N1,187,186,1,1.4,26.25,56.26,45.13,294,52,19,897,0.5,232004,17190,133,26,232004,4.78,12.65022,79.17332,0.78
2025-03-03,Virudhunagar,889099,767.48,Tuberculosis,199,195,2,2.0,35.52,46.32,199.47,378,30,19,348,0.35,457631,28003,171,10,457631,3.15,9.33308,76.15808,0.33
2025-03-04,Virudhunagar,52232,1819.49,COVID-19,281,269,3,2.26,28.52,85.79,100.73,994,31,20,1242,0.91,188034,17107,79,19,188034,32.75,8.16747,80.20326,0.45
2025-03-04,Virudhunagar,379134,2530.96,Dengue,449,438,5,2.36,32.33,81.01,157.02,890,83,23,357,0.72,213248,33553,94,33,213248,8.85,11.60461,78.48372,0.88
2025-03-04,Virudhunagar,956368,817.42,Cholera,144,134,2,1.05,32.23,40.57,0.36,694,23,44,780,0.75,420798,20377,141,14,420798,2.13,9.6778,77.83786,0.66
2025-03-04,Virudhunagar,554896,1417.58,Typhoid,284,278,3,2.01,28.09,75.91,90.32,942,26,5,1978,0.41,134412,38325,167,46,134412,6.91,13.36262,76.3751,0.59
2025-03-04,Virudhunagar,631592,1828.21,Influenza,110,104,0,1.31,33.16,44.25,21.44,349,54,5,1800,0.35,459113,12704,101,43,459113,2.01,13.09798,79.68096,0.37
2025-03-04,Virudhunagar,201413,1031.29,Malaria,164,158,1,0.95,36.49,49.98,108.06,412,37,35,1068,0.65,491940,5526,148,20,491940,2.74,10.83502,77.19197,0.8
2025-03-04,Virudhunagar,907981,700.32,Hepatitis A,103,101,0,0.89,36.89,85.81,105.77,225,63,9,1690,0.76,484122,28516,176,41,484122,3.14,10.95694,79.7114,0.67
2025-03-04,Virudhunagar,171141,2882.83,H1N1,161,150,2,0.85,27.0,42.09,62.31,716,29,17,1261,0.35,188580,42173,137,1,188580,24.64,9.30339,76.06444,0.44
2025-03-04,Virudhunagar,997108,1795.19,Tuberculosis,209,199,1,1.89,30.75,53.04,74.17,372,29,36,619,0.88,378932,40545,152,34,378932,4.07,9.84494,78.83055,0.81
2025-03-05,Virudhunagar,704559,2025.29,COVID-19,383,374,6,2.06,32.15,40.55,104.7,332,95,10,1107,0.38,185520,39056,57,18,185520,5.54,9.09822,79.29091,0.72
2025-03-05,Virudhunagar,480519,531.95,Dengue,212,206,2,0.91,38.1,44.94,11.76,178,60,15,761,0.47,446559,48838,150,33,446559,10.16,9.95844,77.04896,0.56
2025-03-05,Virudhunagar,169085,1002.56,Cholera,263,257,4,1.76,34.99,59.83,9.61,420,70,24,161,0.53,304679,34704,58,18,304679,20.52,11.73919,77.47023,0.31
2025-03-05,Virudhunagar,594922,1754.56,Typhoid,233,223,3,2.31,25.53,71.64,134.42,864,5,49,1267,0.47,301993,32718,172,44,301993,5.5,11.97041,80.37998,0.2
2025-03-05,Virudhunagar,151219,1045.15,Influenza,173,163,2,1.48,26.25,79.69,8.97,690,76,35,947,0.58,165910,39731,60,21,165910,26.27,8.14303,78.4155,0.38
2025-03-05,Virudhunagar,736355,1661.28,Malaria,197,187,3,2.21,29.26,74.18,128.4,161,35,34,1663,0.77,81138,31816,158,42,81138,4.32,8.805,77.86021,0.47
2025-03-05,Virudhunagar,253658,2232.38,Hepatitis A,153,147,2,2.34,34.39,44.29,25.94,277,86,38,1488,0.78,81858,41637,126,36,81858,16.41,11.90045,76.42415,0.31
2025-03-05,Virudhunagar,384315,592.33,H1N1,103,102,1,0.89,31.98,41.15,20.35,454,89,8,491,0.93,492084,39826,159,45,492084,10.36,8.49998,76.31573,0.41
2025-03-05,Virudhunagar,915965,1662.79,Tuberculosis,114,111,1,0.99,30.23,74.2,6.51,866,52,32,1514,0.72,135551,29251,104,14,135551,3.19,10.85376,78.8386,0.59
2025-03-06,Virudhunagar,873421,2914.55,COVID-19,492,478,7,2.38,27.38,45.82,73.82,356,50,36,316,0.92,186691,26892,80,33,186691,3.08,12.6465,78.10276,0.59
2025-03-06,Virudhunagar,591799,1670.51,Dengue,244,237,3,1.51,34.26,68.23,12.81,811,40,17,1493,0.92,326880,44138,57,32,326880,7.46,13.30267,77.5089,0.93
2025-03-06,Virudhunagar,565793,1403.15,Cholera,278,274,2,2.13,29.74,80.43,94.83,577,70,13,614,0.52,457768,4524,128,27,457768,0.8,13.40136,78.92123,0.79
2025-03-06,Virudhunagar,832131,1623.74,Typhoid,185,182,3,1.3,30.58,51.58,192.34,695,18,42,632,0.8,241241,9974,112,41,241241,1.2,11.42798,78.51209,0.39
2025-03-06,Virudhunagar,324130,1800.67,Influenza,188,184,2,1.58,33.79,63.39,3.79,956,90,24,1765,0.32,240817,36286,178,9,240817,11.19,10.78951,76.87204,0.74
2025-03-06,Virudhunagar,475871,1002.44,Malaria,124,113,2,1.96,30.81,83.48,191.67,918,83,47,496,0.62,463690,16903,57,42,463690,3.55,12.05958,76.34105,0.54
2025-03-06,Virudhunagar,648132,1904.54,Hepatitis A,128,119,2,1.6,34.12,77.94,81.26,521,93,26,949,0.39,424016,21371,181,8,424016,3.3,8.41298,76.11881,0.68
2025-03-06,Virudhunagar,690694,846.56,H1N1,283,269,5,1.5,35.06,68.46,53.3,683,68,34,649,0.51,82612,37249,97,4,82612,5.39,10.39735,77.07425,0.59
2025-03-06,Virudhunagar,626656,1693.94,Tuberculosis,184,181,1,2.2,36.47,55.72,51.54,291,56,24,1145,0.65,365876,39403,88,1,365876,6.29,9.70149,79.58588,0.88
2025-03-07,Virudhunagar,585803,1420.45,COVID-19,188,178,1,1.1,32.86,54.87,29.66,234,6,32,889,0.81,364270,7069,162,39,364270,1.21,10.99808,76.38251,0.82
2025-03-07,Virudhunagar,922072,673.78,Dengue,254,244,4,1.89,37.89,40.56,143.45,872,6,10,459,0.35,134764,49361,132,31,134764,5.35,10.8838,76.11026,0.85
2025-03-07,Virudhunagar,658404,2978.49,Cholera,252,243,3,1.38,27.0,87.84,130.58,152,23,14,801,0.8,139331,40318,119,32,139331,6.12,8.42983,78.27498,0.43
2025-03-07,Virudhunagar,530458,1996.6,Typhoid,169,164,2,1.46,35.51,87.89,148.99,100,91,12,1576,0.48,340501,14465,181,35,340501,2.73,10.79923,80.45847,0.77
2025-03-07,Virudhunagar,181908,891.53,Influenza,136,127,0,1.3,39.41,46.25,57.14,411,85,10,1718,0.61,225065,16905,158,44,225065,9.29,10.7786,78.42703,0.45
2025-03-07,Virudhunagar,883116,1742.64,Malaria,220,211,1,2.32,38.41,82.26,15.22,518,89,37,1833,0.68,97581,6179,126,18,97581,0.7,11.68805,80.38408,0.88
2025-03-07,Virudhunagar,608822,697.29,Hepatitis A,82,77,1,1.52,38.99,49.56,95.37,686,32,13,559,0.86,432283,8489,120,7,432283,1.39,9.58489,76.62625,0.5
2025-03-07,Virudhunagar,709370,2432.1,H1N1,293,286,5,1.4,29.65,62.6,159.39,917,53,29,656,0.58,426900,16819,63,12,426900,2.37,11.61661,77.40311,0.25
2025-03-07,Virudhunagar,477681,2089.75,Tuberculosis,177,169,1,2.15,31.0,42.45,39.05,417,96,35,354,0.66,109085,10835,188,3,109085,2.27,13.42751,77.56637,0.38
2025-03-08,Virudhunagar,55963,2211.25,COVID-19,439,428,7,2.42,37.72,49.1,21.83,343,29,33,448,0.67,134001,24499,157,34,134001,43.78,12.58259,79.70527,0.21
2025-03-08,Virudhunagar,875186,1500.07,Dengue,327,315,5,2.26,26.0,40.09,63.47,692,38,18,1657,0.91,216411,38443,102,21,216411,4.39,11.65557,76.53815,0.53
2025-03-08,Virudhunagar,827429,1274.13,Cholera,146,139,0,1.47,35.87,41.23,184.01,593,39,41,1219,0.88,466521,8941,131,16,466521,1.08,11.44592,80.21901,0.27
2025-03-08,Virudhunagar,910024,2787.17,Typhoid,184,174,3,1.6,38.85,70.92,176.41,335,77,35,1976,0.34,491871,39668,183,30,491871,4.36,9.07575,76.50224,0.51
2025-03-08,Virudhunagar,552079,510.77,Influenza,235,226,3,1.75,38.03,51.31,165.5,963,68,35,1685,0.49,242611,31848,116,12,242611,5.77,11.9506,77.85384,0.52
2025-03-08,Virudhunagar,291331,2017.38,Malaria,192,186,2,2.03,38.44,62.73,191.77,567,25,11,193,0.47,142157,17283,124,4,142157,5.93,8.99842,79.51166,0.53
2025-03-08,Virudhunagar,376463,779.37,Hepatitis A,89,84,1,1.0,28.01,52.83,20.09,766,32,11,538,0.53,342926,11544,76,2,342926,3.07,8.12064,79.13949,0.71
2025-03-08,Virudhunagar,224427,1537.46,H1N1,317,312,3,2.43,31.77,80.65,102.4,714,97,8,785,0.62,440168,47399,125,8,440168,21.12,9.88465,76.4038,0.23
2025-03-08,Virudhunagar,223184,824.37,Tuberculosis,137,129,1,1.96,36.62,55.51,125.77,833,58,9,1963,0.9,116542,9023,113,6,116542,4.04,8.45399,79.31298,0.36
2025-03-09,Virudhunagar,602413,1501.15,COVID-19,247,239,3,1.59,26.04,49.75,112.97,338,57,7,753,0.84,314836,7837,189,42,314836,1.3,11.84917,77.57748,0.48
2025-03-09,Virudhunagar,157296,1960.6,Dengue,361,356,2,2.11,28.45,82.38,1.71,832,19,32,1620,0.54,434248,4619,51,4,434248,2.94,12.21716,78.14866,0.3
2025-03-09,Virudhunagar,998430,2625.34,Cholera,245,239,1,2.34,26.52,84.46,164.32,650,45,35,1526,0.57,427535,5813,59,21,427535,0.58,13.33838,78.45706,0.22
2025-03-09,Virudhunagar,473667,1917.17,Typhoid,253,246,4,2.17,37.57,82.2,76.26,475,85,33,1184,0.5,151294,40948,162,22,151294,8.64,12.16258,77.85784,0.3
2025-03-09,Virudhunagar,455211,2899.02,Influenza,166,156,1,1.94,30.2,88.32,22.51,813,80,25,1568,0.93,343909,16170,165,10,343909,3.55,10.00102,77.89893,0.44
2025-03-09,Virudhunagar,784077,580.61,Malaria,137,129,0,1.31,28.52,77.05,108.6,694,99,12,1287,0.86,415178,25481,195,6,415178,3.25,9.78995,76.20995,0.89
2025-03-09,Virudhunagar,555202,1979.51,Hepatitis A,172,163,2,2.46,37.27,44.95,114.02,614,34,18,392,0.84,425683,48909,84,33,425683,8.81,11.49821,76.53132,0.85
2025-03-09,Virudhunagar,540542,921.16,H1N1,318,304,6,2.26,33.53,85.76,132.92,645,17,22,1465,0.4,274491,41045,120,37,274491,7.59,9.86819,76.73579,0.81
2025-03-09,Virudhunagar,909896,1767.56,Tuberculosis,193,190,1,1.45,32.76,56.39,14.5,561,87,49,1003,0.51,174615,32033,134,49,174615,3.52,12.31912,79.7647,0.68
2025-03-10,Virudhunagar,759935,2286.95,COVID-19,349,342,6,2.14,37.52,58.66,148.68,423,16,36,102,0.73,108576,20955,63,24,108576,2.76,12.06626,76.06614,0.45
2025-03-10,Virudhunagar,283160,1050.63,Dengue,322,316,3,1.84,35.53,82.68,17.32,591,22,13,555,0.64,203919,8915,185,27,203919,3.15,13.0368,77.71051,0.76
2025-03-10,Virudhunagar,413626,825.91,Cholera,111,107,0,1.15,39.61,75.49,63.43,750,31,41,624,0.74,136722,49902,137,27,136722,12.06,8.09507,78.58499,0.42
2025-03-10,Virudhunagar,325634,2561.69,Typhoid,149,143,0,1.85,31.45,49.46,50.93,766,5,38,1428,0.73,309556,2332,93,19,309556,0.72,9.0079,80.08329,0.56
2025-03-10,Virudhunagar,256588,1582.53,Influenza,137,127,1,1.62,33.02,72.35,30.35,575,75,44,1521,0.79,363882,10772,153,2,363882,4.2,8.31519,77.84138,0.75
2025-03-10,Virudhunagar,213159,2091.7,Malaria,137,129,1,1.09,28.17,68.87,56.82,476,56,8,466,0.51,262544,10170,140,40,262544,4.77,10.12935,80.05885,0.59
2025-03-10,Virudhunagar,218349,1860.14,Hepatitis A,75,70,0,0.9,28.64,68.47,122.69,372,38,16,515,0.87,178942,21931,118,19,178942,10.04,11.10448,78.1868,0.25
2025-03-10,Virudhunagar,468531,2337.77,H1N1,221,212,1,1.19,27.13,85.55,119.75,661,15,48,636,0.44,142721,43478,141,2,142721,9.28,12.27388,78.64644,0.9
2025-03-10,Virudhunagar,863748,2475.7,Tuberculosis,212,200,3,2.46,28.54,45.08,60.64,603,96,49,1970,0.66,352160,30286,146,9,352160,3.51,13.3537,78.1564,0.89
2025-03-11,Virudhunagar,866572,985.95,COVID-19,376,367,5,1.8,37.05,41.41,66.9,859,33,25,1438,0.72,338249,25551,113,22,338249,2.95,13.05342,76.27,0.62
2025-03-11,Virudhunagar,134524,1372.48,Dengue,280,266,5,1.72,35.1,89.6,116.77,643,37,32,1955,0.74,168250,39771,137,44,168250,29.56,8.21338,78.83307,0.23
2025-03-11,Virudhunagar,460835,663.23,Cholera,236,234,2,2.44,37.64,74.52,27.56,157,40,12,1436,0.45,274148,7066,58,15,274148,1.53,12.16291,76.42776,0.59
2025-03-11,Virudhunagar,463626,1551.03,Typhoid,85,76,1,1.2,33.8,46.61,145.22,990,24,22,135,0.5,124994,42367,91,37,124994,9.14,11.05919,79.47402,0.38
2025-03-11,Virudhunagar,468886,2213.17,Influenza,138,131,1,1.77,34.08,57.1,67.68,971,67,37,1845,0.81,499682,13649,122,48,499682,2.91,10.70413,77.7052,0.45
2025-03-11,Virudhunagar,168513,2359.95,Malaria,74,71,1,1.12,26.72,66.01,125.34,113,95,35,1870,0.46,392366,17290,168,4,392366,10.26,8.13839,77.76731,0.22
2025-03-11,Virudhunagar,152984,664.58,Hepatitis A,109,105,0,1.29,36.32,55.81,28.07,622,48,19,641,0.51,220068,30384,162,15,220068,19.86,12.27739,76.27212,0.96
2025-03-11,Virudhunagar,951527,1506.58,H1N1,179,171,1,1.4,28.56,67.41,70.38,89,13,23,1393,0.61,393738,8761,89,28,393738,0.92,8.09768,77.47902,0.3
2025-03-11,Virudhunagar,145332,1387.38,Tuberculosis,110,102,0,1.51,32.35,51.15,1.2,181,33,42,1259,0.83,202030,18246,128,20,202030,12.55,10.29442,76.88291,0.99
2025-03-12,Virudhunagar,854207,611.72,COVID-19,195,189,1,1.2,30.73,84.48,3.53,564,69,7,1052,0.64,167064,45246,148,33,167064,5.3,11.63999,76.38844,0.6
2025-03-12,Virudhunagar,495996,583.92,Dengue,339,325,6,1.9,38.79,85.1,26.87,361,25,48,363,0.48,93865,12858,148,46,93865,2.59,11.36067,77.37642,0.92
2025-03-12,Virudhunagar,623888,1965.19,Cholera,179,177,2,1.49,33.84,75.77,182.04,226,99,7,1355,0.42,295089,46316,86,20,295089,7.42,12.45898,76.53055,0.64
2025-03-12,Virudhunagar,538820,1157.79,Typhoid,263,260,3,1.65,35.71,49.06,15.88,201,51,15,423,0.4,474573,28589,69,9,474573,5.31,10.40377,78.339,0.21
2025-03-12,Virudhunagar,792298,1566.47,Influenza,198,196,2,1.81,39.16,87.37,31.65,226,97,38,1644,0.64,225532,3225,53,38,225532,0.41,12.12017,78.53311,0.5
2025-03-12,Virudhunagar,993627,1134.82,Malaria,13,13,0,0.81,28.3,83.69,189.3,157,82,47,1359,0.88,438485,21725,81,43,438485,2.19,10.89659,78.46878,0.63
2025-03-12,Virudhunagar,783042,2796.93,Hepatitis A,106,97,0,1.1,31.28,60.34,197.94,439,74,27,1661,0.94,155311,10892,81,2,155311,1.39,13.14342,79.6888,0.67
2025-03-12,Virudhunagar,962744,1640.35,H1N1,369,364,5,2.35,34.86,51.17,108.89,508,66,40,289,0.38,169850,44393,157,40,169850,4.61,9.00733,77.02608,0.83
2025-03-12,Virudhunagar,342641,2221.6,Tuberculosis,315,308,4,2.37,27.18,79.64,2.81,550,42,27,860,0.52,80238,23101,106,2,80238,6.74,11.42082,78.74589,0.6
2025-03-13,Virudhunagar,593172,675.87,COVID-19,151,149,1,1.2,34.73,56.81,78.78,161,40,39,1122,0.53,302044,47834,85,39,302044,8.06,10.335,79.25583,0.51
2025-03-13,Virudhunagar,533850,2456.06,Dengue,270,260,2,1.76,38.49,75.52,14.84,600,41,22,568,0.91,269101,5439,87,31,269101,1.02,13.12677,76.00976,0.45
2025-03-13,Virudhunagar,569614,1381.73,Cholera,168,166,2,2.03,34.53,55.53,24.21,518,34,8,250,0.72,397408,29233,195,23,397408,5.13,10.71798,77.93466,0.3
2025-03-13,Virudhunagar,466146,889.24,Typhoid,250,246,1,1.97,26.32,84.24,161.36,353,23,43,865,0.77,438242,29616,62,47,438242,6.35,11.02277,76.14976,0.44
2025-03-13,Virudhunagar,423395,1976.89,Influenza,196,187,2,1.38,25.74,88.41,143.35,620,71,11,1314,0.47,129066,18117,167,15,129066,4.28,10.82379,79.12523,0.21
2025-03-13,Virudhunagar,161991,762.34,Malaria,89,81,1,1.36,28.2,65.55,127.79,948,23,42,604,0.82,398753,46149,158,21,398753,28.49,9.12458,78.25159,0.58
2025-03-13,Virudhunagar,99745,569.78,Hepatitis A,186,176,2,2.16,38.58,88.39,177.51,968,13,24,1597,0.3,154391,26692,163,25,154391,26.76,10.8976,80.47975,0.3
2025-03-13,Virudhunagar,107570,1951.71,H1N1,419,415,4,2.35,28.25,76.53,127.72,924,16,36,1149,0.32,292409,42754,77,5,292409,39.75,12.17018,76.42612,0.82
2025-03-13,Virudhunagar,115774,1169.03,Tuberculosis,243,232,4,1.97,31.22,77.01,194.57,764,91,43,395,0.47,100979,9700,108,31,100979,8.38,8.02773,79.00568,0.25
2025-03-14,Virudhunagar,551439,2736.5,COVID-19,307,300,1,2.24,27.22,85.23,110.9,244,19,30,1768,0.53,407343,37254,191,10,407343,6.76,12.91007,76.54349,0.41
2025-03-14,Virudhunagar,667117,1121.08,Dengue,235,231,3,1.18,27.25,71.8,90.79,373,50,20,1666,0.47,445552,34558,88,4,445552,5.18,12.79861,78.76774,0.92
2025-03-14,Virudhunagar,853200,2441.15,Cholera,224,213,2,0.9,34.35,75.76,60.97,950,97,17,836,0.64,444602,14026,181,11,444602,1.64,12.74179,77.70025,0.82
2025-03-14,Virudhunagar,869678,1783.11,Typhoid,248,242,1,2.48,35.22,86.84,173.97,894,76,7,511,0.76,422361,41177,137,7,422361,4.73,8.49667,78.12428,0.83
2025-03-14,Virudhunagar,292252,965.77,Influenza,173,171,2,1.79,28.91,82.31,49.42,608,46,35,1441,0.66,248831,14679,125,19,248831,5.02,9.45739,77.48,0.32
2025-03-14,Virudhunagar,725613,1603.54,Malaria,146,145,1,2.05,33.68,64.5,187.34,50,11,26,1596,0.88,221882,30130,79,6,221882,4.15,8.5678,78.4738,0.38
2025-03-14,Virudhunagar,632876,2167.45,Hepatitis A,65,61,0,1.58,25.01,68.06,58.43,711,84,31,585,0.55,404786,13221,123,14,404786,2.09,10.0137,78.04923,0.53
2025-03-14,Virudhunagar,876338,905.01,H1N1,36,30,0,0.82,27.68,44.15,17.43,335,15,16,965,0.77,433682,44801,191,31,433682,5.11,13.19431,77.25637,0.2
2025-03-14,Virudhunagar,59590,2570.52,Tuberculosis,184,174,2,2.07,31.14,62.44,96.33,144,34,47,1557,0.42,464159,30204,150,16,464159,50.69,10.69179,76.53822,0.83
2025-03-15,Virudhunagar,526132,1029.96,COVID-19,459,445,6,2.35,34.1,62.84,195.04,873,19,6,1922,0.4,225274,25978,173,29,225274,4.94,12.08904,77.24388,0.26
2025-03-15,Virudhunagar,788233,1075.67,Dengue,45,45,0,0.88,37.58,76.03,79.28,784,73,20,229,0.88,377441,17227,190,22,377441,2.19,9.12519,78.60631,0.29
2025-03-15,Virudhunagar,706401,1196.9,Cholera,286,277,1,2.03,35.94,71.69,9.69,948,32,29,962,0.31,119403,37476,180,31,119403,5.31,9.16574,79.76632,0.34
2025-03-15,Virudhunagar,432035,1373.96,Typhoid,259,250,4,2.35,25.64,56.62,199.79,476,68,30,1666,0.37,479785,16285,58,11,479785,3.77,10.92195,76.69487,0.47
2025-03-15,Virudhunagar,163366,2771.63,Influenza,216,208,1,1.67,26.08,44.01,115.01,163,94,23,518,0.37,314276,3730,75,49,314276,2.28,11.67373,78.13391,0.61
2025-03-15,Virudhunagar,418115,603.97,Malaria,129,120,1,1.31,33.1,69.87,32.25,117,84,36,1024,0.78,305315,44640,89,18,305315,10.68,10.0123,77.80154,0.43
2025-03-15,Virudhunagar,163008,729.11,Hepatitis A,47,45,0,0.94,26.91,63.64,149.99,156,55,12,378,0.61,387448,37396,149,11,387448,22.94,13.42235,76.37077,0.52
2025-03-15,Virudhunagar,131113,2280.31,H1N1,187,181,1,1.47,39.81,48.47,173.5,616,90,25,1317,0.65,358673,20816,52,3,358673,15.88,12.42733,77.7269,0.55
2025-03-15,Virudhunagar,903567,954.89,Tuberculosis,212,207,4,1.74,39.01,63.61,18.27,330,69,9,423,0.81,448768,46145,62,47,448768,5.11,9.13608,78.04474,0.36
2025-03-16,Virudhunagar,554158,1938.64,COVID-19,162,151,2,0.9,28.53,44.56,7.93,639,48,12,783,0.58,225218,17871,70,25,225218,3.22,8.04586,77.98708,0.6
2025-03-16,Virudhunagar,284149,932.01,Dengue,242,233,3,1.36,33.25,57.57,135.03,128,64,11,291,0.31,164979,12101,59,6,164979,4.26,12.78538,78.13978,0.41
2025-03-16,Virudhunagar,98908,2570.46,Cholera,231,224,2,1.75,28.1,83.4,118.95,397,5,10,193,0.34,190939,37961,171,27,190939,38.38,8.04933,79.86981,0.73
2025-03-16,Virudhunagar,967091,1132.74,Typhoid,251,246,1,1.97,39.23,63.01,11.37,176,30,41,753,0.41,454458,29798,198,34,454458,3.08,12.71827,76.57598,0.86
2025-03-16,Virudhunagar,196185,1793.19,Influenza,41,37,0,1.15,31.36,48.86,192.11,527,45,18,1240,0.8,372493,18841,160,5,372493,9.6,13.12796,78.72659,0.22
2025-03-16,Virudhunagar,828168,2108.35,Malaria,134,127,2,1.47,38.11,52.83,188.34,423,35,21,620,0.92,211063,37217,174,31,211063,4.49,10.95412,79.40166,0.21
2025-03-16,Virudhunagar,524074,1485.97,Hepatitis A,145,144,1,2.37,26.04,84.42,78.28,563,50,48,165,0.45,382803,7163,132,38,382803,1.37,8.72231,76.56092,0.31
2025-03-16,Virudhunagar,195180,2219.83,H1N1,388,386,2,2.02,29.51,84.03,165.57,673,42,36,1730,0.55,422151,47598,86,6,422151,24.39,13.13141,76.2392,0.36
2025-03-16,Virudhunagar,694955,969.63,Tuberculosis,147,146,0,1.33,29.8,46.6,109.12,315,51,49,1701,0.62,478777,2341,144,42,478777,0.34,10.59508,76.74273,0.47
2025-03-17,Virudhunagar,441115,1837.98,COVID-19,208,207,1,1.45,39.33,57.38,186.04,514,12,19,251,0.61,186242,16421,71,7,186242,3.72,9.55123,79.51544,0.66
2025-03-17,Virudhunagar,635441,1448.52,Dengue,323,316,5,2.4,34.87,52.34,96.77,684,64,15,1570,0.45,172379,26191,100,15,172379,4.12,9.30562,77.43334,0.77
2025-03-17,Virudhunagar,686220,706.73,Cholera,254,249,3,1.75,36.22,87.32,27.04,505,35,45,1672,0.36,324520,13851,95,34,324520,2.02,8.05098,77.70242,0.96
2025-03-17,Virudhunagar,870507,2874.06,Typhoid,305,295,3,2.32,28.65,64.87,129.79,619,72,44,624,0.38,487724,37418,155,9,487724,4.3,8.30209,76.41459,0.46
2025-03-17,Virudhunagar,984373,872.94,Influenza,74,65,0,0.81,29.62,71.55,21.7,607,45,13,212,0.54,316037,44817,95,10,316037,4.55,10.6504,80.00012,0.36
